condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
"BNT-I (D10, hospital)",Innate immune response,Innate immune response...1,Innate immune response,111,0.45135502989377896,2.3448159323546136,1.848806191942239e-8,4.9732886563246235e-6,4.2814459181820275e-6,2116,"tags=61%, list=25%, signal=47%",IFI27/CD177/DEFA4/CRISP3/LCN2/BPI/DEFB1/IFIT1/GBP6/IFI6/TARM1/FCGR1A/LBP/RNASE3/PPARG/MX1/DDX60/IFITM3/OAS2/IFITM1/TRIM22/CAMP/S100A12/APOBEC3A/VNN1/GBP1/PARP9/HMGB2/EIF2AK2/CFB/IFIT2/CR1/IFI35/RNF135/GBP2/IFITM2/IL27/GBP7/FCER1G/F2RL1/TRIM21/ANKHD1/JAK3/WFDC3/LILRA5/ZC3HAV1/HLA-C/PML/F12/MX2/CSF1/SLC15A4/ITGAM/TLR4/NLRP6/CD55/TBKBP1/CLEC6A/TREML1/C1R/HLA-E/RELB/ADAR/BCL10/CASP4/CLU/LGALS3/B2M,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)","Innate immune response, mucosa","Innate immune response, mucosa...2","Innate immune response, mucosa",5,0.9351819351819352,2.0825603015371232,5.237708354736991e-6,7.044717737121253e-4,6.064714937063885e-4,559,"tags=100%, list=7%, signal=94%",DEFA4/DEFB1/RNASE3/CAMP/RNASE2,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)",Antimicrobial immune response,Antimicrobial immune response...3,Antimicrobial immune response,17,0.7065182776965269,2.387710477185435,1.195108259636063e-5,0.00107161373947367,9.225397091927505e-4,373,"tags=53%, list=4%, signal=51%",S100A7/DEFA4/PRTN3/BPI/DEFB1/AZU1/RNASE3/CAMP/S100A12,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)","Immune system, Process","Immune system, Process...4","Immune system, Process",138,0.3591384758928395,1.9706868654221927,1.853530006747458e-5,0.0012464989295376653,0.0010730963196958967,2116,"tags=51%, list=25%, signal=39%",IFI27/CD177/LCN2/BPI/IFIT1/GBP6/IFI6/TARM1/FCGR1A/HP/LBP/MX1/DDX60/TNFRSF17/IFITM3/OAS2/OLR1/IFITM1/CAMP/S100A12/APOBEC3A/GBP1/PARP9/HMGB2/LILRA6/BCL6/EIF2AK2/CFB/IFIT2/CR1/IFI35/RNF135/GBP2/IFITM2/IL27/GBP7/PRKCE/FCER1G/F2RL1/BTNL8/TAP1/JAK3/LILRA5/ZC3HAV1/HLA-C/PML/IFI30/MX2/CSF1/FCGR2A/PSMB9/PSMB8/SLC15A4/ITGAM/TLR4/NLRP6/CD55/TBKBP1/MAP3K8/CLEC6A/C1R/HLA-E/RNF213/ADAR/BCL10/CASP4/CLU/TFEB/LGALS3/B2M,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)",Antibacterial humoral response,Antibacterial humoral response...5,Antibacterial humoral response,12,0.7501422548237567,2.2704737630891603,2.5111336695409472e-5,0.0013509899142130294,0.0011630513837873862,878,"tags=67%, list=10%, signal=60%",DEFA4/CTSG/BPI/DEFB1/RNASE3/CAMP/RNASE4/ADM,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)",Antiviral and Interferon,Antiviral and Interferon...6,Antiviral and Interferon,47,0.4876053047378076,2.1455124608757603,3.847012255467382e-5,0.0017247438278678764,0.001484811747724253,1897,"tags=55%, list=22%, signal=43%",IFI27/IFIT1/GBP6/MX1/IFITM3/OAS2/IFITM1/GBP1/EIF2AK2/IFIT2/RNF135/STAT2/GBP2/CASP1/IFITM2/GBP7/STAT1/SP100/HDAC4/FCAR/IL10RB/CD58/TLR4/NLRP6/TBKBP1/IFNGR2,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)",General,General...7,General,237,0.2886255463173565,1.7149959715788312,8.624007340676956e-5,0.0033140828209172876,0.0028530550600735795,1912,"tags=39%, list=22%, signal=31%",IFI27/CD177/S100A7/DEFA4/ELANE/PRTN3/CTSG/CEACAM8/LCN2/BPI/DEFB1/IFIT1/GBP6/IFI6/TARM1/FCGR1A/IL1R2/AZU1/HP/LBP/RNASE3/MX1/DDX60/TNFRSF17/IL18RAP/IFITM3/OAS2/OLR1/IFITM1/TRIM22/CAMP/S100A12/APOBEC3A/GBP1/PARP9/IL1R1/HMGB2/LILRA6/BCL6/FLT3/EIF2AK2/CFB/IFIT2/IL10/RNASE4/CR1/ADM/IFI35/RNF135/IL1RN/GBP2/IL15/IFITM2/CEBPB/IL27/GBP7/PRKCE/FCER1G/FAS/BST1/TNFSF10/ALOX5/SELL/F2RL1/BTNL8/TAP1/THBS1/FUT7/JAK3/WFDC3/BCL3/LILRA5/ZC3HAV1/HLA-C/FCAR/PML/IFI30/MX2/IL10RB/CSF1/FCGR2A/PSMB9/PSMB8/SLC15A4/ITGAM/TLR4/NLRP6/CD55/TBKBP1/MAP3K8/CLEC6A/C1R/HLA-E,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)","Signaling, Interferon I, Pathway","Signaling, Interferon I, Pathway...8","Signaling, Interferon I, Pathway",12,0.7237498228475019,2.190591148877165,1.2442090762992616e-4,0.004183653019056268,0.0036016578524452315,1535,"tags=75%, list=18%, signal=62%",IFI27/IFITM3/OAS2/IFITM1/STAT2/IFITM2/STAT1/SP100/HDAC4,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)","Selection-, T cell, Thymic","Selection-, T cell, Thymic...9","Selection-, T cell, Thymic",5,-0.8837018837018837,-1.9650376247774097,1.4289225130891564e-4,0.004270890622455368,0.0036767596828025085,1000,"tags=100%, list=12%, signal=88%",SPN/ZAP70/CD28/CCR7,Immune_GO_T2G_specfic
"BNT-I (D10, hospital)",Antimicrobial peptide-mediated immune response,Antimicrobial peptide-mediated immune response...10,Antimicrobial peptide-mediated immune response,14,0.6805451587547495,2.158727222008106,2.7936188383248934e-4,0.007514834675093963,0.006469433099278701,373,"tags=50%, list=4%, signal=48%",S100A7/DEFA4/BPI/DEFB1/RNASE3/CAMP/S100A12,Immune_GO_T2G_specfic
