"mtry","min_n",".metric",".estimator","mean","n","std_err",".config"
6,5,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model01"
6,5,"brier_class","multiclass",0.0238006630354567,10,0.00433059666531546,"Preprocessor1_Model01"
6,5,"roc_auc","hand_till",0.980681460084034,10,0.0123213369767902,"Preprocessor1_Model01"
8,5,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model02"
8,5,"brier_class","multiclass",0.0236843948826834,10,0.00432091019670902,"Preprocessor1_Model02"
8,5,"roc_auc","hand_till",0.98499518557423,10,0.0123145883236686,"Preprocessor1_Model02"
10,5,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model03"
10,5,"brier_class","multiclass",0.0235441123366943,10,0.00429248404578125,"Preprocessor1_Model03"
10,5,"roc_auc","hand_till",0.982838322829132,10,0.0122022825474811,"Preprocessor1_Model03"
12,5,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model04"
12,5,"brier_class","multiclass",0.0234748531793937,10,0.00416360534281744,"Preprocessor1_Model04"
12,5,"roc_auc","hand_till",0.984504989495798,10,0.0123230196936513,"Preprocessor1_Model04"
14,5,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model05"
14,5,"brier_class","multiclass",0.023635922239156,10,0.00424012219656339,"Preprocessor1_Model05"
14,5,"roc_auc","hand_till",0.980681460084034,10,0.0123213369767902,"Preprocessor1_Model05"
6,6,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model06"
6,6,"brier_class","multiclass",0.0237878358551994,10,0.00430327465273736,"Preprocessor1_Model06"
6,6,"roc_auc","hand_till",0.983657650560224,10,0.0123161462354402,"Preprocessor1_Model06"
8,6,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model07"
8,6,"brier_class","multiclass",0.0236506941536814,10,0.00429638593914151,"Preprocessor1_Model07"
8,6,"roc_auc","hand_till",0.984504989495798,10,0.0123230196936513,"Preprocessor1_Model07"
10,6,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model08"
10,6,"brier_class","multiclass",0.0234806583516293,10,0.0042360402703528,"Preprocessor1_Model08"
10,6,"roc_auc","hand_till",0.981171656162465,10,0.0123081330803075,"Preprocessor1_Model08"
12,6,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model09"
12,6,"brier_class","multiclass",0.0235691975058404,10,0.00427812097086712,"Preprocessor1_Model09"
12,6,"roc_auc","hand_till",0.982786239495798,10,0.0121974648040445,"Preprocessor1_Model09"
14,6,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model10"
14,6,"brier_class","multiclass",0.0234285250842192,10,0.00413041877496923,"Preprocessor1_Model10"
14,6,"roc_auc","hand_till",0.981171656162465,10,0.0123081330803075,"Preprocessor1_Model10"
6,7,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model11"
6,7,"brier_class","multiclass",0.0238289529601765,10,0.0043342475018668,"Preprocessor1_Model11"
6,7,"roc_auc","hand_till",0.986157650560224,10,0.00816749038196785,"Preprocessor1_Model11"
8,7,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model12"
8,7,"brier_class","multiclass",0.0237009906801936,10,0.00423941996173927,"Preprocessor1_Model12"
8,7,"roc_auc","hand_till",0.982890406162465,10,0.012207320608489,"Preprocessor1_Model12"
10,7,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model13"
10,7,"brier_class","multiclass",0.0236679665156871,10,0.00434581573595084,"Preprocessor1_Model13"
10,7,"roc_auc","hand_till",0.984014793417367,10,0.0123509160611438,"Preprocessor1_Model13"
12,7,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model14"
12,7,"brier_class","multiclass",0.0237491949350622,10,0.00426904321174293,"Preprocessor1_Model14"
12,7,"roc_auc","hand_till",0.9806293767507,10,0.0123155523418067,"Preprocessor1_Model14"
14,7,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model15"
14,7,"brier_class","multiclass",0.0237078208809102,10,0.00427898656688693,"Preprocessor1_Model15"
14,7,"roc_auc","hand_till",0.981119572829132,10,0.0123025728234564,"Preprocessor1_Model15"
6,8,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model16"
6,8,"brier_class","multiclass",0.0236793854328258,10,0.00422994903705547,"Preprocessor1_Model16"
6,8,"roc_auc","hand_till",0.985047268907563,10,0.0123185672446975,"Preprocessor1_Model16"
8,8,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model17"
8,8,"brier_class","multiclass",0.023749405011402,10,0.00428964586339763,"Preprocessor1_Model17"
8,8,"roc_auc","hand_till",0.980814513305322,10,0.0122640460147542,"Preprocessor1_Model17"
10,8,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model18"
10,8,"brier_class","multiclass",0.0235766561629761,10,0.00429231868070219,"Preprocessor1_Model18"
10,8,"roc_auc","hand_till",0.980681460084034,10,0.0123213369767902,"Preprocessor1_Model18"
12,8,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model19"
12,8,"brier_class","multiclass",0.0235911691681424,10,0.00412875733036402,"Preprocessor1_Model19"
12,8,"roc_auc","hand_till",0.984750087535014,10,0.0122838065330981,"Preprocessor1_Model19"
14,8,"accuracy","multiclass",0.97198717948718,10,0.008025801451115,"Preprocessor1_Model20"
14,8,"brier_class","multiclass",0.023553077706604,10,0.00422141329911233,"Preprocessor1_Model20"
14,8,"roc_auc","hand_till",0.981609768907563,10,0.0123091165832375,"Preprocessor1_Model20"
