"Variable","Importance"
"GZMM",0.0217739829358573
"PSEN1",0.0205168867408567
"SP100",0.0195595146699537
"SP3",0.0181853924666502
"ACTR3",0.0180720853473779
"ACTG1",0.0180416894213856
"TTLL1",0.0178259937934626
"ASXL1",0.0177077924490807
"FKBP1A",0.0168878525054127
"STAT5B",0.0168121450656878
