"process","genes","set_size","immune_system","immune_sub_system","immune_tissue","go_term","gene_set_short"
"ADAPTIVE IMMUNE SYSTEM","CCL21",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","YES1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ICOS",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GBA1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MR1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TP53",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","WNT1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FZD5",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FZD7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FZD8",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DNAJA3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SKAP2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PHB2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FCRL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MIR19A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PITX2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","POLB",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PKN1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TCF21",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FLVCR1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PPP2R3C",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PCID2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","BARX1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RBM15",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LGALS2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PMAIP1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FOXN1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SLC39A3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GPR174",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL11",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL13",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL14",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL15",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL16",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL17",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL22",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL25",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","XCL2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL26",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CKLF",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCL3L3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MSMP",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","BAK1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DOCK10",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DOCK11",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MIR17HG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD74",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PAK1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PLD2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PLA2G6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL13RA2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IRF7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MYD88",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL21R",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TLR8",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CARD9",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NBN",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RNF8",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","EXO1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","BATF",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SWAP70",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","EXOSC3",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ATAD5",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","EXOSC6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","C4BPA",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CR1L",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SCART1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CXCL10",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PLEC",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CXCL11",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CXCL16",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DEFA1B",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MICA",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","AIRE",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DOCK2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ATG5",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MCM3AP",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","POLQ",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SAMHD1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","POLL",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCR6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CXCL13",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CBFB",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LY6D",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IKZF1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FBXO7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SPTA1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SLC40A1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL18",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HLX",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","LRP5",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SBDS",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NDFIP1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ITCH",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SCRIB",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CYP26B1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","POU2AF1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PHF14",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ITFG2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL21",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MFNG",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","DLL1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL18R1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TMEM98",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SEMA4A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","INS",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HELLS",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RASSF5",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CRP",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FCN2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SPON2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL2RA",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GPAM",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GAS6",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CYP7B1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HSD3B7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CD180",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PLCL2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RSAD2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","SOX13",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","XRCC4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CYREN",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","EXT1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NEDD9",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","RET",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FOXP1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ERBB2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","TBX21",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ITM2A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ENTPD7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","IL17RA",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","HIF1A",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","NKG7",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","MAD2L2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","ICAM1",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","FGL2",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","PLA2G2D",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","GPR18",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCR9",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CLEC4E",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","F11R",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"ADAPTIVE IMMUNE SYSTEM","CCR4",1113,"Adaptive","General","General","Manual","ADAPTIVE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TFEB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LGALS4",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TAP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","GP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","VEGFA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MPL",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFIT1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL10",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","EPX",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RAB44",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CLU",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FCGR2B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LILRA2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HCK",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SLC15A4",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","XCL1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LGALS3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TICAM1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HMGB1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-DRB3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PIK3CG",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KLRC2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ELANE",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TOX",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL15",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SIRT2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NLRP6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LAG3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNLR1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SLC18A2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TIRAP",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SCIMP",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PSME1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FCGR1A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-F",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-E",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","B2M",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SLC11A1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CTSS",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","GPR183",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","F2R",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","BTK",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL17RC",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","UNC13D",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CEBPB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LIPA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CSF1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","S100A12",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CHGA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KITLG",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NF1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KIT",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SERPINB9",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NDST2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","STAT5B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCR7",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ARHGEF5",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LGALS9",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SCNN1B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","AZU1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","F2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CTSG",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MAP2K6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TNFAIP3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CALR",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PDIA3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ZBTB46",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IRF8",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PRDX2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PIK3AP1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TNIP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PSEN1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LRP1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
