"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size","gene_set_short_2","process_2","immune_system_2","immune_sub_system_2","immune_tissue_2","go_term_2","genes_2","set_size_2"
"ADAPTIVE IMMUNE RESPONSE","TRBV7-7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV7-6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV7-4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV7-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV7-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV7-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV6-9","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV6-8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV6-7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV6-6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV6-5","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV6-4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV6-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV6-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV5-8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV5-7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV5-6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV5-5","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV5-4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV5-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV5-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV4-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV4-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV4-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV3-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBV2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-5","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ2-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-5","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBJ1-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBD1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBC2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRBC1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV41","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV40","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV39","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV38-2DV8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV38-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV36DV7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV35","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV34","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV30","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV29DV5","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV27","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV26-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV26-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV25","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV24","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV23DV6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV22","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV21","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV20","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV19","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV18","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV17","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV16","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV14DV4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV13-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV13-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV12-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV12-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV12-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV10","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV9-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV9-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV8-6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV8-4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV8-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV8-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV8-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV5","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV1-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAV1-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAJ42","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAJ31","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAJ3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAC","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV11-55","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV10-54","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV9-49","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV8-61","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV7-46","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV7-43","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV6-57","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV5-52","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV5-48","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV5-45","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV5-39","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV5-37","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV4-69","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV4-60","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV4-3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-32","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-27","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-25","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-22","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-21","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-19","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-16","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-12","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-10","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-9","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV3-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV2-33","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV2-23","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV2-18","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV2-14","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV2-11","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV2-8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV1-51","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV1-50","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV1-47","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV1-44","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV1-40","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLV1-36","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLJ1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGLC7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV6D-41","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV6D-21","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV3D-20","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV3D-15","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV3D-11","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV3D-7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2D-30","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2D-29","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2D-28","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2D-26","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2D-24","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-43","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-42","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-39","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-37","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-33","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-17","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-13","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-12","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV6-21","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV5-2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV4-1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV3-20","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV3-15","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV3-7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
